Name,Facility Type,AHCA Number (File Number),Phone Number,Licensed Beds,License ID,License Number,License Status,Closed Date,License Effective Date,License Expiration Date,Street Address,Street Address 2,Street City,Street Zip,Street State,Street County,Mailing Address,Mailing Address 2,Mailing City,Mailing State,Mailing Zip,Mailing County,Owner,Owner Since,Profit Status,Web Address,Admin/CEO
"BEST CARE SENIOR LIVING AT OCALA, LLC",Assisted Living Facility,11965252,(813) 733-0909,75,4153,9673,LICENSED,,3/31/2025 12:00:00 AM,1/28/2027 12:00:00 AM,2300 SW 21ST CIR,,OCALA,34471-7736,FL,Marion,2300 SW 21ST CIRCLE,,OCALA,FL,34471-7736,Marion,"Best Care Senior Living at Ocala, LLC",3/31/2025 12:00:00 AM,For-Profit,www.superiorocala.com,MARK BAUMANN
BEST CARE SENIOR LIVING AT PORT RICHEY LLC,Assisted Living Facility,11922280,(727) 845-0527,100,1827,5993,LICENSED,,1/20/2025 12:00:00 AM,1/19/2027 12:00:00 AM,5905 PINEHILL ROAD,,PORT RICHEY,34668,FL,Pasco,6983 FOWLER AVE,,TEMPLE TERRACE,FL,33617,Hillsborough,BEST CARE SENIOR LIVING AT PORT RICHEY LLC.,2/1/2023 12:00:00 AM,For-Profit,www.cottagesofportrichey.com,ERIN HOLSOMBACK
BEST CARE SENIOR LIVING AT PUNTA GORDA LLC,Assisted Living Facility,11953279,(941) 575-9390,116,2482,8469,LICENSED,,10/31/2024 12:00:00 AM,10/30/2026 12:00:00 AM,2295 SHREVE STREET,,PUNTA GORDA,33950,FL,Charlotte,6983 E FOWLER AVE,,TEMPLE TERRACE,FL,33617,Hillsborough,BEST CARE SENIOR LIVING AT PUNTA GORDA LLC,10/31/2022 12:00:00 AM,For-Profit,www.bestcareseniorliving.com,RENATA V MENEZES
BEST CARE SENIOR LIVING AT SAINT JOSEPH,Assisted Living Facility,11911240,(813) 870-1430,84,1418,7338,LICENSED,,3/27/2025 12:00:00 AM,3/26/2027 12:00:00 AM,4406 MELTON AVE,,TAMPA,33614-7218,FL,Hillsborough,6983 E FOWLER AVE,,TEMPLE TERR,FL,33617-1714,Hillsborough,VIDA SERENA ASSISTED LIVING FACILITY LLC,12/27/2018 12:00:00 AM,For-Profit,www.bestcareseniorliving.com,CRISTINA ARUTA
BEST CARE SENIOR LIVING AT ST PETE LLC,Assisted Living Facility,11967286,(727) 823-2651,120,261876,11357,LICENSED,,5/29/2024 12:00:00 AM,5/28/2026 12:00:00 AM,1001 DR MARTIN LUTHER KING JR ST N,,SAINT PETERSBURG,33701-1514,FL,Pinellas,6983 E FOWLER AVE,,TEMPLE TERRACE,FL,33617,Hillsborough,BEST CARE SENIOR LIVING AT ST PETE LLC,5/29/2020 12:00:00 AM,For-Profit,www.bestcareseniorliving.com,CANDACE GRAY
BEST CARE SENIOR LIVING AT WINTER HAVEN,Assisted Living Facility,11969376,(863) 877-0413,66,413276,13177,LICENSED,,5/22/2024 12:00:00 AM,5/21/2026 12:00:00 AM,1801 LAKE MARIAM DR,,WINTER HAVEN,33884,FL,Polk,6983 E FOWLER AVE,,TEMPLE TERRACE,FL,33617,Hillsborough,BRANDYWYNE ASSISTED LIVING FACILITY LLC,3/26/2018 12:00:00 AM,For-Profit,www.bestcareseniorliving.com,DONYA COLLEEN CLOUD
BEST CHOICE HOMECARE LLC,Assisted Living Facility,11968787,(813) 412-6560,6,367095,12625,LICENSED,,7/15/2024 12:00:00 AM,7/14/2026 12:00:00 AM,12413 RIVERGLEN DR,,RIVERVIEW,33569,FL,Hillsborough,3778 REFLECTION DOCK DR,,SEFFNER,FL,33584,Hillsborough,BEST CHOICE HOMECARE LLC,7/15/2024 12:00:00 AM,For-Profit,,DAVID MATEO
BEST SWEET HOME ALF INC,Assisted Living Facility,11968228,(305) 386-5838,6,328745,12160,LICENSED,,4/4/2024 12:00:00 AM,4/3/2026 12:00:00 AM,8365 SW 147TH CT,,MIAMI,33193-1518,FL,Miami-Dade,8365 SW 147TH CT,,MIAMI,FL,33193-1518,Miami-Dade,"BEST SWEET HOME ALF, INC.",12/5/2011 12:00:00 AM,For-Profit,,OILDA GONZALEZ
"BETHEDSA OAKS ALF, LLC",Assisted Living Facility,11910003,(224) 250-0471,16,724,4906,LICENSED,,10/31/2025 12:00:00 AM,10/30/2027 12:00:00 AM,2801 N FORBES RD,,PLANT CITY,33565-5636,FL,Hillsborough,2801 NORTH FORBES ROAD,,PLANT CITY,FL,33565,Hillsborough,"BETHESDA OAKS ALF, LLC",10/31/2025 12:00:00 AM,For-Profit,,TINA NGUYEN
BETHEL ALF LLC,Assisted Living Facility,11969772,(305) 964-5143,6,456829,13529,LICENSED,,9/30/2025 12:00:00 AM,11/1/2026 12:00:00 AM,15302 SW 142 TERR,,MIAMI,33196,FL,Miami-Dade,15302 SW 142 TERR,,MIAMI,FL,33196,Miami-Dade,BETHEL ALF LLC,9/8/2020 12:00:00 AM,For-Profit,,MILADYS PEREZ
"BETHESDA ASSISTED LIVING, LLC",Assisted Living Facility,11969042,(561) 860-1888,5,386470,12894,LICENSED,,5/29/2024 12:00:00 AM,5/28/2026 12:00:00 AM,624 BARBER AVE,,LAKE WORTH,33461,FL,Palm Beach,624 BARBER AVENUE,,LAKE WORTH,FL,33461,Palm Beach,BETHESDA ASSISTED LIVING LLC,12/28/2022 12:00:00 AM,For-Profit,,JESSE PUENTE
"BETHESDA FOUNTAIN ALF, LLC",Assisted Living Facility,11910082,(224) 250-0471,42,773,5108,LICENSED,,10/31/2025 12:00:00 AM,10/30/2027 12:00:00 AM,1307 E BAKER ST,,PLANT CITY,33563-5801,FL,Hillsborough,1307 E BAKER ST,,PLANT CITY,FL,33563-5801,Hillsborough,"BETHESDA FOUNTAIN ALF, LLC",10/31/2025 12:00:00 AM,For-Profit,,TINA NGUYEN
BETHESDA GARDENS ALF INC,Assisted Living Facility,11970371,(239) 204-6652,5,542611,13884,LICENSED,,2/1/2024 12:00:00 AM,5/1/2026 12:00:00 AM,2701 10 ST W,,LEHIGH ACRES,33971,FL,Lee,2701 10 ST W,,LEHIGH ACRES,FL,33971,Lee,BETHESDA GARDENS ALF INC,2/1/2024 12:00:00 AM,For-Profit,,DANAY HERNANDEZ
"BETHESDA VIEW ALF, LLC",Assisted Living Facility,11964661,(224) 250-0471,16,3600,9180,LICENSED,,10/31/2025 12:00:00 AM,10/30/2027 12:00:00 AM,104 N GORDON STREET,,PLANT CITY,33563-5838,FL,Hillsborough,104 GORDON STREET,,PLANT CITY,FL,33563,Hillsborough,"BETHESDA VIEW ALF, LLC",10/31/2025 12:00:00 AM,For-Profit,,TINA NGUYEN
BETTER LIFE CORP,Assisted Living Facility,11953536,(305) 620-6978,6,2664,8874,IN REVIEW,,3/3/2024 12:00:00 AM,3/2/2026 12:00:00 AM,5750 NW 192ND ST,,MIAMI,33015-5049,FL,Miami-Dade,5750 NW 192ND ST,,MIAMI,FL,33015-5049,Miami-Dade,BETTER LIFE CORP,1/11/2001 12:00:00 AM,For-Profit,,MARLENY VARELAS PEREZ
BEYOND OUR DREAMS ALF CORP,Assisted Living Facility,11969121,(305) 244-0661,6,393170,12955,IN REVIEW,,4/20/2023 12:00:00 AM,4/19/2025 12:00:00 AM,13434 SW 257 TERR,,MIAMI,33032,FL,Miami-Dade,13434 SW 257 TERR,,MIAMI,FL,33032,Miami-Dade,"BEYOND OUR DREAMS ALF, CORP",11/9/2016 12:00:00 AM,For-Profit,,EVA G ANE
BINDA ASSISTED LIVING LLC,Assisted Living Facility,11966782,(954) 341-3082,6,218195,10919,LICENSED,,2/7/2025 12:00:00 AM,2/6/2027 12:00:00 AM,5544 NW 106TH DRIVE,,CORAL SPRINGS,33076,FL,Broward,5544 NW 106TH DRIVE,,CORAL SPRINGS,FL,33076,Broward,"BINDA ASSISTED LIVING, LLC",8/29/2006 12:00:00 AM,For-Profit,https://www.aplaceformom.com/community/binda-assisted-living-137952,LUKULA MBURKU BINDA
BIRD LAKES FACILITY CARE INC,Assisted Living Facility,11963994,(305) 553-0192,6,3052,8884,LICENSED,,1/28/2026 12:00:00 AM,6/20/2027 12:00:00 AM,14279 SW 52ND ST,,MIAMI,33175-5830,FL,Miami-Dade,14279 SW 52ND ST,,MIAMI,FL,33175-5830,Miami-Dade,BIRD LAKES FACILITY CARE,2/24/1997 12:00:00 AM,For-Profit,,ELENA GARCIA-CORNELL
"BISHOP CHRISTIAN HOME, INC",Assisted Living Facility,11964643,(904) 355-9731,44,3586,9129,LICENSED,,3/12/2026 12:00:00 AM,3/11/2028 12:00:00 AM,1627 EAST 8TH STREET,,JACKSONVILLE,32206,FL,Duval,1627 EAST 8TH STREET,,JACKSONVILLE,FL,32206,Duval,"BISHOP HOME CARE, INC",12/12/2005 12:00:00 AM,For-Profit,bishopchristianhome.wixsite.com/bishop,GEORGE MCGEE
BISHOP GRADY VILLAS,Assisted Living Facility,11966140,(407) 892-6078,48,156506,10398,IN REVIEW,,3/26/2024 12:00:00 AM,3/25/2026 12:00:00 AM,401 BISHOP GRADY CT,,SAINT CLOUD,34769-1538,FL,Osceola,401 BISHOP GRADY CT,,SAINT CLOUD,FL,34769-1538,Osceola,"BISHOP GRADY VILLAS, INC.",10/16/2003 12:00:00 AM,Not-For-Profit,www.magnifyfl.org,DAVID R SCHUMACHER
"BLAIZE ALF SOLUTIONS, LLC",Assisted Living Facility,11970781,(786) 256-5435,6,570637,14053,LICENSED,,11/18/2025 12:00:00 AM,11/17/2027 12:00:00 AM,11520 SW 108 AVE,,MIAMI,33176,FL,Miami-Dade,11520 SW 108 AVE,,MIAMI,FL,33176,Miami-Dade,BLAIZE ALF SOLUTIONS LLC,6/18/2025 12:00:00 AM,For-Profit,,KAMELIA BLAIZE
"BLAKE AT HAMLIN, THE",Assisted Living Facility,11969935,(407) 759-5376,114,492493,13674,IN REVIEW,,12/22/2023 12:00:00 AM,12/21/2025 12:00:00 AM,4814 HAMLIN GROVE TRL,,WINTER GARDEN,34787,FL,Orange,4266 I 55 N STE 108,,JACKSON,MS,39211-6393,,"BLAKE AT HAMLIN, LLC",1/18/2021 12:00:00 AM,For-Profit,,BLAIR BAIJNAUTH
BLAKE AT MIRAMAR BEACH THE,Assisted Living Facility,11969841,(850) 650-5000,130,475289,13600,LICENSED,,6/2/2025 12:00:00 AM,6/1/2027 12:00:00 AM,90 PONCE DE LEON ST,,MIRAMAR BEACH,32550,FL,Walton,90 PONCE DE LEON ST,,MIRAMAR BEACH,FL,32550,Walton,THE BLAKE AT MIRAMAR BEACH SERVICES LLC,4/21/2021 12:00:00 AM,For-Profit,www.qslmseniorliving.com,SUSAN CONNOR
BLAKE AT PANAMA CITY BEACH THE,Assisted Living Facility,11969840,(850) 588-3860,130,474744,13589,LICENSED,,4/21/2025 12:00:00 AM,4/20/2027 12:00:00 AM,12219 PANAMA CITY BEACH PKWY,,PANAMA CITY BEACH,32407,FL,Bay,12219 PANAMA CITY BEACH PKWY,,PANAMA CITY BEACH,FL,32407,Bay,THE BLAKE AT PANAMA CITY BEACH SERVICES LLC,4/15/2021 12:00:00 AM,For-Profit,www.blakeseniorliving.com,SHANE A. JONES
BLANCA AZUZENA HOME CARE INC,Assisted Living Facility,11967412,(305) 257-4741,6,271055,11490,LICENSED,,12/28/2024 12:00:00 AM,12/27/2026 12:00:00 AM,12414 SW 252 TERRACE,,HOMESTEAD,33032,FL,Miami-Dade,12414 SW 252 TERRACE,,HOMESTEAD,FL,33032,Miami-Dade,BLANCA AZUZENA HOME CARE INC,8/8/2008 12:00:00 AM,For-Profit,,MAGALY DIAZ
BLANCO HOME HEALTH CARE CORPORATION,Assisted Living Facility,11964027,(305) 649-9299,14,3077,8370,LICENSED,,12/19/2024 12:00:00 AM,12/18/2026 12:00:00 AM,604-606 NW 25 AVENUE,,MIAMI,33125,FL,Miami-Dade,604-606 NW 25 AVENUE,,MIAMI,FL,33125,Miami-Dade,BLANCO HOME HEALTH CARE CORP,9/22/1996 12:00:00 AM,For-Profit,,JENNY PICHARDO
BLESSED HOME ALF LLC,Assisted Living Facility,11970067,(305) 763-4259,6,508658,13739,LICENSED,,8/23/2024 12:00:00 AM,8/22/2026 12:00:00 AM,12365 SW 42 ST,,MIAMI,33175,FL,Miami-Dade,12365 SW 42 ST,,MIAMI,FL,33175,Miami-Dade,"BLESSED HOME ALF, LLC.",7/10/2022 12:00:00 AM,For-Profit,,YISEL M LOPEZ
BLESSING ALF LLC,Assisted Living Facility,11968240,(305) 949-6534,6,329435,12186,LICENSED,,8/15/2024 12:00:00 AM,8/14/2026 12:00:00 AM,1051 NE 154TH TER,,N MIAMI BEACH,33162-5838,FL,Miami-Dade,1051 NE 154TH TER,,N MIAMI BEACH,FL,33162-5838,Miami-Dade,"BLESSING ALF, LLC",12/27/2011 12:00:00 AM,For-Profit,,ROBINSON FRANCOIS
BLESSING ANGELS ASSISTED LIVING LLC,Assisted Living Facility,11970757,(813) 875-6745,6,568719,14014,LICENSED,,7/23/2025 12:00:00 AM,7/22/2027 12:00:00 AM,12234 FAIRLAWN DR,,RIVERVIEW,33579,FL,Hillsborough,12234 FAIRLAWN DR,,RIVERVIEW,FL,33579,Hillsborough,BLESSING ANGELS ASSISTED LIVING LLC,10/1/2023 12:00:00 AM,For-Profit,,YANET M. SAGO ARREBATO
BLESSING CARE RESIDENTIAL INC,Assisted Living Facility,11970310,(954) 998-2507,6,537736,13866,IN REVIEW,,3/6/2024 12:00:00 AM,3/5/2026 12:00:00 AM,591 NE 38TH ST,,DEERFIELD BEACH,33064,FL,Broward,591 NE 38TH ST,,DEERFIELD BEACH,FL,33064,Broward,"BLESSING CARE RESIDENTIAL, INC.",3/6/2024 12:00:00 AM,For-Profit,,MIREILLE GUIRAND
BLESSING FAMILY CARE ASSISTED LIVING,Assisted Living Facility,11970617,(407) 401-1353,6,560684,14090,LICENSED,,3/25/2026 12:00:00 AM,3/24/2028 12:00:00 AM,901 BRYNMAR ESTATES BLVD,,OCOEE,34761,FL,Orange,901 BRYNMAR ESTATES BLVD,,OCOEE,FL,34761,Orange,BLESSING FAMILY CARE ASSISTED LIVING LLC,10/6/2025 12:00:00 AM,For-Profit,,GERLYNE JEAN
"BLESSING TIME ALF, INC",Assisted Living Facility,11969402,(786) 728-3122,6,415816,13209,LICENSED,,11/1/2024 12:00:00 AM,10/31/2026 12:00:00 AM,11461 SW 214 ST,,MIAMI,33189,FL,Miami-Dade,11461 SW 214 ST,,MIAMI,FL,33189,Miami-Dade,"BLESSING TIME ALF, INC.",6/5/2018 12:00:00 AM,For-Profit,,ISABEL NARANJO
BLESSINGS ASSISTED LIVING,Assisted Living Facility,11969491,(772) 359-7864,6,425724,13277,LICENSED,,5/26/2025 12:00:00 AM,5/25/2027 12:00:00 AM,2449 SW HUMBER CT,,PORT SAINT LUCIE,34953,FL,St. Lucie,2449 SW HUMBER CT,,PORT SAINT LUCIE,FL,34953,St. Lucie,BLESSINGS ASSISTED LIVING INC,12/1/2018 12:00:00 AM,For-Profit,,EMILIA SIROT
"BLISSFUL MEADOWS SENIOR HOME, LLC",Assisted Living Facility,11970744,(970) 470-7153,6,567890,14011,LICENSED,,7/14/2025 12:00:00 AM,7/13/2027 12:00:00 AM,3700 NW 27TH ST,,LAUDERDALE LAKES,33311,FL,Broward,P O BOX 451482,,FORT LAUDERDALE,FL,33345,Broward,"BLISSFUL MEADOWS SENIOR HOME, LLC",7/14/2025 12:00:00 AM,For-Profit,,JEAN BELLOT
"BLUE FOUNTAIN HOME CARE, LLC",Assisted Living Facility,11967394,(321) 327-8762,6,270150,11411,LICENSED,,1/29/2025 12:00:00 AM,1/28/2027 12:00:00 AM,2440 EMERSON DRIVE SE,,PALM BAY,32909,FL,Brevard,2440 EMERSON DRIVE SE,,PALM BAY,FL,32909,Brevard,"BLUE FOUNTAIN HOME CARE, LLC",10/31/2014 12:00:00 AM,For-Profit,,MAGDA DELINOIS
"BLUE FOUNTAIN I HOME CARE, LLC",Assisted Living Facility,11970042,(954) 559-3265,6,506283,13766,PROVISIONAL,,2/3/2026 12:00:00 AM,8/3/2026 12:00:00 AM,190 ENTERPRISE AVE SE,,PALM BAY,32909,FL,Brevard,2440 EMERSON DRIVE SE,,PALM BAY,FL,32909,Brevard,"BLUE FOUNTAIN I HOME CARE, LLC",2/3/2026 12:00:00 AM,For-Profit,,LANDRY FRANCOIS
BLUE FOUNTAIN II HOME CARE LLC,Assisted Living Facility,11969167,(321) 676-8334,5,396366,13000,LICENSED,,7/24/2025 12:00:00 AM,7/23/2027 12:00:00 AM,1317 SEQUOIA RD NW,,PALM BAY,32907,FL,Brevard,1317 SEQUOIA RD NW,,PALM BAY,FL,32907,Brevard,"BLUE FOUNTAIN II HOME CARE, LLC",1/24/2017 12:00:00 AM,For-Profit,,MAGDA DELINOIS
BLUE FOUNTAIN III HOME CARE LLC,Assisted Living Facility,11969889,(954) 559-3265,6,483358,13638,LICENSED,,8/3/2025 12:00:00 AM,8/2/2027 12:00:00 AM,160 MAYWOOD AVE NW,,PALM BAY,32907,FL,Brevard,160 MAYWOOD AVE NW,,PALM BAY,FL,32907,Brevard,BLUE FOUNTAIN III HOME CARE LLC,6/28/2021 12:00:00 AM,For-Profit,,MAGDA DELINOIS
"BLUE FOUNTAIN IV HOME CARE, LLC",Assisted Living Facility,11970501,(954) 559-3265,6,551704,13907,LICENSED,,7/25/2024 12:00:00 AM,7/24/2026 12:00:00 AM,211 SILVER OAK RD NE,,PALM BAY,32907,FL,Brevard,2440 EMERSON DR SE,,PALM BAY,FL,32909,Brevard,"Blue Fountain IV Home Care, LLC",2/1/2024 12:00:00 AM,For-Profit,,LANDRY FRANCOIS
"BLUE FOUNTAIN V HOME CARE, LLC",Assisted Living Facility,11970770,(954) 559-3265,5,570038,14026,LICENSED,,8/22/2025 12:00:00 AM,8/21/2027 12:00:00 AM,233 BORDEAUX AVE NE,,PALM BAY,32907,FL,Brevard,2440 EMERSON DR SE,,PALM BAY,FL,32909,Brevard,BLUE FOUNTAIN V HOME CARE LLC,9/1/2024 12:00:00 AM,For-Profit,,LANDRY FRANCOIS
BLUE HAVEN ASSISTED LIVING INC,Assisted Living Facility,11967999,(352) 314-0422,8,313570,11984,LICENSED,,7/11/2025 12:00:00 AM,7/10/2027 12:00:00 AM,35525 COUNTY ROAD 473,,LEESBURG,34788-6161,FL,Lake,33409 IRONGATE DR,,LEESBURG,FL,34788-3158,Lake,"BLUE HAVEN ASSISTED LIVING, INC.",12/9/2010 12:00:00 AM,For-Profit,,LEYTONYA HARGROVE
BLUE HERON ASSISTED LIVING,Assisted Living Facility,11969830,(813) 454-0513,107,472775,13606,LICENSED,,6/11/2025 12:00:00 AM,6/10/2027 12:00:00 AM,5071 EAGLESTON BLVD,,WESLEY CHAPEL,33544,FL,Pasco,5071 EAGLESTON BLVD,,WESLEY CHAPEL,FL,33544,Pasco,BLUE HERON HEALTH AND REHABILITATION LLC,1/25/2021 12:00:00 AM,For-Profit,,MEGAN KOPSTAD
BLUE PALMS SENIOR LIVING OF DELAND,Assisted Living Facility,11911795,(386) 738-5800,90,1641,5455,LICENSED,,6/1/2025 12:00:00 AM,5/31/2027 12:00:00 AM,436 NORTH MCDONALD AVENUE,,DELAND,32724,FL,Volusia,16690 COLLINS AVE,STE 804,SUNNY ISL BCH,FL,33160-5685,Miami-Dade,"DELAND FL ALF OPCO, LLC",6/1/2023 12:00:00 AM,For-Profit,,JEFFREY RYAN THOMAS
BLUE POINT HOME CARE INC,Assisted Living Facility,11964818,(305) 971-5826,6,3747,9505,IN REVIEW,,6/15/2023 12:00:00 AM,6/14/2025 12:00:00 AM,21910 SW 97TH CT,,CUTLER BAY,33190-1512,FL,Miami-Dade,21910 SW 97TH CT,,CUTLER BAY,FL,33190-1512,Miami-Dade,BLUE POINT HOME CARE INC,3/16/2005 12:00:00 AM,For-Profit,,LOURDES ARIAS
"BLUE RIBBON CARE ASSISTED LIVING FACILITY II, LLC",Assisted Living Facility,11969562,(786) 510-0286,6,435691,13337,IN REVIEW,,12/15/2023 12:00:00 AM,12/14/2025 12:00:00 AM,22594 SW 65TH TERR,,BOCA RATON,33428,FL,Palm Beach,22594 SW 65TH TERR,,BOCA RATON,FL,33428,Palm Beach,BLUE RIBBON CARE ASSISTED LIVING FACILITY II LLC,7/10/2019 12:00:00 AM,For-Profit,blueribboncarealf.com,RENNAY ROSE
"BLUE RIBBON CARE ASSISTED LIVING FACILITY III,LLC",Assisted Living Facility,11970395,(786) 510-0286,6,544247,13883,LICENSED,,5/1/2024 12:00:00 AM,4/30/2026 12:00:00 AM,8335 NW 80TH ST,,TAMARAC,33321,FL,Broward,11545 TERRA BELLA BLVD,,PLANTATION,FL,33325,Broward,"BLUE RIBBON CARE ASSISTED LIVING FACILITY III, LLC",5/1/2024 12:00:00 AM,For-Profit,www.blueribboncarealf.com,RENNAY ROSE
"BLUE RIBBON CARE ASSISTED LIVING FACILITY, LLC",Assisted Living Facility,11968847,(786) 510-0286,6,371782,12690,LICENSED,,9/23/2025 12:00:00 AM,9/22/2027 12:00:00 AM,125 AINSWORTH CIR,,PALM SPRINGS,33461,FL,Palm Beach,125 AINSWORTH CIR,,PALM SPRINGS,FL,33461,Palm Beach,"BLUE RIBBON CARE ASSISTED LIVING FACILITY, LLC",5/11/2015 12:00:00 AM,For-Profit,www.blueribboncarealf.com,RENNAY ROSE
BLUE SKY GROUP HOME INC,Assisted Living Facility,11966733,(786) 316-3419,6,215626,10892,LICENSED,,12/26/2024 12:00:00 AM,12/25/2026 12:00:00 AM,11000 SW 142 PLACE,,MIAMI,33186,FL,Miami-Dade,11000 SW 142 PLACE,,MIAMI,FL,33186,Miami-Dade,"BLUE SKY GROUP HOME, INC",6/29/2006 12:00:00 AM,For-Profit,,MEDARDO GOMEZ
"BMA ASSISTED LIVING FACILITY, CORP",Assisted Living Facility,11969915,(786) 701-9860,6,487389,13662,IN REVIEW,,11/5/2023 12:00:00 AM,11/4/2025 12:00:00 AM,12381 SW 144 TERR,,MIAMI,33186,FL,Miami-Dade,12381 SW 144 TERR,,MIAMI,FL,33186,Miami-Dade,BMA ASSISTED LIVING FACILITY CORP,8/1/2021 12:00:00 AM,For-Profit,,YAIMI ALVAREZ
BORMEY ASSISTED LIVING FACILITIES INC,Assisted Living Facility,11969162,(813) 512-8569,6,396104,13007,LICENSED,,8/9/2025 12:00:00 AM,8/8/2027 12:00:00 AM,6416 AMBASSADOR DR,,TAMPA,33615,FL,Hillsborough,6416 AMBASSADOR DR,,TAMPA,FL,33615,Hillsborough,BORMEY ASSISTED LIVING FACILITIES INC,1/17/2017 12:00:00 AM,For-Profit,,LISET RODRIGUEZ-BORMEY
BOSAN RESIDENCE CORP,Assisted Living Facility,11942957,(305) 649-3492,14,2236,8355,IN REVIEW,,11/7/2023 12:00:00 AM,11/6/2025 12:00:00 AM,1754 NW 6TH ST,,MIAMI,33125-4506,FL,Miami-Dade,1754 NW 6TH ST,,MIAMI,FL,33125-4506,Miami-Dade,BOSAN RESIDENCE CORP.,6/29/2007 12:00:00 AM,For-Profit,,EDELMA PONS
"BOSCH ALF, INC",Assisted Living Facility,11965853,(305) 637-8109,6,4733,10199,LICENSED,,11/4/2024 12:00:00 AM,11/3/2026 12:00:00 AM,3060 NW 19 TERRACE,,MIAMI,33125,FL,Miami-Dade,3060 NW 19 TERRACE,,MIAMI,FL,33125,Miami-Dade,"BOSCH ALF, INC.",4/25/2002 12:00:00 AM,For-Profit,,ANABEL BORGES LOPEZ
BRADENTON PALMS ALF I,Assisted Living Facility,11968506,(941) 798-3949,16,348654,12389,LICENSED,,11/13/2025 12:00:00 AM,11/12/2027 12:00:00 AM,802 71ST ST NW,,BRADENTON,34209,FL,Manatee,802 71ST NW,,BRADENTON,FL,34209,Manatee,POWELL SUPPORTIVE SERVICES INC,8/15/2013 12:00:00 AM,For-Profit,www.pssnr.com,NATASHA POWELL
BRAYBROOK ALF,Assisted Living Facility,11966990,(727) 863-3580,27,238422,11127,LICENSED,,5/31/2024 12:00:00 AM,5/31/2026 12:00:00 AM,7532 STATE ROAD 52,,HUDSON,34667,FL,Pasco,7532 STATE ROAD 52,,HUDSON,FL,34667,Pasco,BRAYBROOK RESIDENCE ALF LLC,5/1/2024 12:00:00 AM,For-Profit,braybrookalf.com,FILOMENA TATE
BRENDLYN ASSISTED LIVING LLC,Assisted Living Facility,11969474,(386) 225-4672,6,422894,13262,LICENSED,,4/17/2025 12:00:00 AM,4/16/2027 12:00:00 AM,9 FIELDSTONE LN,,PALM COAST,32137-9235,FL,Flagler,9 FIELDSTONE LN,,PALM COAST,FL,32137-9235,Flagler,BRENDLYN ASSISTED LIVING LLC,2/16/2021 12:00:00 AM,For-Profit,,SHIRLYN HARRINGTON
BRENNITY AT MELBOURNE (THE),Assisted Living Facility,11967587,(321) 253-7440,96,283831,11595,LICENSED,,5/30/2025 12:00:00 AM,5/29/2027 12:00:00 AM,7365 ORCHESTRA LN,,MELBOURNE,32940-2616,FL,Brevard,801 CHERRY ST,STE 2400 UNIT 31,FORT WORTH,TX,76102-6824,,WELLTOWER TCG RIDEA TENANT LLC,3/4/2019 12:00:00 AM,For-Profit,www.sagora.com/brennity-melbourne/,TIFFANY COLLINS
BRIDGE ASSISTED LIVING AT LIFE CARE CENTER OF ORLANDO (THE),Assisted Living Facility,11965603,(407) 384-5858,114,4490,9958,IN REVIEW,,3/30/2024 12:00:00 AM,3/29/2026 12:00:00 AM,3201 ROUSE ROAD,,ORLANDO,32817,FL,Orange,3201 ROUSE ROAD,,ORLANDO,FL,32817,Orange,"LIFE CARE CENTERS OF AMERICA, INC",12/12/2000 12:00:00 AM,For-Profit,www.lcca.com,MELISSA COUCH
BRIDGE AT LIFE CARE CENTER OF OCALA (THE),Assisted Living Facility,11965229,(352) 873-2036,95,4135,9612,LICENSED,,10/27/2025 12:00:00 AM,10/26/2027 12:00:00 AM,2800 SW 41ST ST,,OCALA,34474-4454,FL,Marion,2800 SW 41ST ST,,OCALA,FL,34474-4454,Marion,"LIFE CARE CENTERS OF AMERICA, INC",5/27/1999 12:00:00 AM,For-Profit,www.thebridgeatocala.com,LORI GOMILLION
BRIDGEPOINTE ASSISTED LIVING FACILITY LLC,Assisted Living Facility,11970200,(954) 294-1012,37,525662,13801,LICENSED,,5/31/2025 12:00:00 AM,5/30/2027 12:00:00 AM,113 NE 7 ST,,POMPANO BEACH,33060,FL,Broward,113 NE 7 ST,,POMPANO BEACH,FL,33060,Broward,BRIDGEPOINTE ASSISTED LIVING FACILITY LLC,4/27/2023 12:00:00 AM,For-Profit,,BRIDGETTE E SIMPO
BRIDGEPORT SENIOR LIVING - PORT CARDIFF LLC,Assisted Living Facility,11968745,(407) 810-1344,6,364760,12579,LICENSED,,2/3/2025 12:00:00 AM,2/2/2027 12:00:00 AM,125 N SPRING LAKE DR,,ALTAMONTE SPRINGS,32714,FL,Seminole,1001 AVENIDA PICO STE C-490,,SAN CLEMENTE,CA,92673-6957,,BRIDGEPORT SENIOR LIVING-PORT CARDIFF LLC,10/20/2014 12:00:00 AM,For-Profit,www.bpseniorliving.com,AMBER DAWN COGGINS
BRIDGEPORT SENIOR LIVING - PORT MARGATE LLC,Assisted Living Facility,11968915,(407) 810-1344,6,376762,12752,LICENSED,,11/2/2025 12:00:00 AM,11/1/2027 12:00:00 AM,906 SPRING VALLEY RD,,ALTAMONTE SPRINGS,32714,FL,Seminole,1001 AVENIDA PICO STE C-490,,SAN CLEMENTE,CA,92673-6957,,BRIDGEPORT SENIOR LIVING - PORT MARGATE LLC,9/18/2015 12:00:00 AM,For-Profit,www.bpseniorliving.com,ASHLEY LEMIRE
