"File Number","Facility","Type","Street Address","City","Zip","Phone Number","Licensed Beds"
"11911234","ALF BC BETHESDA LLC","Assisted Living Facility","2800 FORDHAM ROAD, NE","PALM BAY","32905","(321) 723-3288","109"
"11911240","BEST CARE SENIOR LIVING AT SAINT JOSEPH","Assisted Living Facility","4406 MELTON AVE","TAMPA","33614-7218","(813) 870-1430","84"
"11911251","FLORIDA PRESBYTERIAN HOMES INC. D.B.A. WESTMINSTER LAKELAND","Assisted Living Facility","16 LAKE HUNTER DR","LAKELAND","33803","(863) 688-5521","136"
"11911257","SIM LODGE","Assisted Living Facility","4111 NIGERIA ROAD","SEBRING","33875-5557","(863) 385-5514","15"
"11911279","SWEET WATER OF ORLANDO","Assisted Living Facility","8207 FOREST CITY ROAD","ORLANDO","32810","(407) 295-4861","92"
"11911286","AMBER LAKE ASSISTED LIVING FACILITY","Assisted Living Facility","2411 FORTUNE ROAD","KISSIMMEE","34744","(407) 348-6100","55"
"11911288","BEGGS POINTE ASSISTED LIVING FACILITY","Assisted Living Facility","4711 BEGGS ROAD","ORLANDO","32810","(561) 827-8219","16"
"11911297","LAKEVIEW MANOR ASSISTED LIVING FACILITY, INC","Assisted Living Facility","5357 BROSCHE ROAD","ORLANDO","32807","(407) 277-7103","14"
"11911311","FLORIDA SHORES OF MELBOURNE 1 ALF","Assisted Living Facility","2155 KEYSTONE AVENUE","MELBOURNE","32904","(321) 726-8070","16"
"11911313","ALABAMA OAKS OF WINTER PARK","Assisted Living Facility","1759 ALABAMA DRIVE","WINTER PARK","32789","(407) 622-5076","19"
"11911315","CRESCENT WOOD","Assisted Living Facility","1800 HARRISON STREET","TITUSVILLE","32780","(321) 383-6000","70"
"11911318","ISLANDS ALF (THE)","Assisted Living Facility","901 NORTH HIAWASSEE ROAD","ORLANDO","32818","(407) 523-3000","18"
"11911320","SUMMER TIME ALF, INC.","Assisted Living Facility","909 NORTH WYMORE ROAD","WINTER PARK","32789","(407) 645-5515","114"
"11911321","SUNRISE RETIREMENT HOME ALF","Assisted Living Facility","850 NORTH HART BLVD.","ORLANDO","32818","(407) 264-1641","24"
"11911328","WESTMINSTER TOWERS","Assisted Living Facility","70 WEST LUCERNE CIRCLE","ORLANDO","32801","(407) 841-1310","60"
"11911336","KIMBERLY PLACE","Assisted Living Facility","26315 NORTHERN CROSS ROAD","PUNTA GORDA","33983","(941) 625-0030","16"
"11911395","RESIDENTIAL PLAZA AT BLUE LAGOON, INC","Assisted Living Facility","5617 NW 7 STREET","MIAMI","33126","(305) 267-2700","350"
"11911401","VILLA SERENA VII","Assisted Living Facility","3317 SW 24TH TER # 19","MIAMI","33145-3139","(786) 636-8979","12"
"11911402","VILLA MIA ALF INC","Assisted Living Facility","3321 SW 24TH TER # 23","MIAMI","33145-3139","(305) 850-5850","13"
"11911404","SANTANDER RETIREMENT CORP","Assisted Living Facility","1702 SW 102 PLACE","MIAMI","33165","(305) 226-5408","6"
"11911410","PROFESSIONAL HOME CARE I","Assisted Living Facility","435 EAST 31 STREET","HIALEAH","33013","(305) 696-7364","25"
"11911412","COURTYARD PLAZA","Assisted Living Facility","15520 NW 2 AVENUE","NORTH MIAMI BEACH","33160","(305) 949-2626","120"
"11911434","HER HEART VILLAGE","Assisted Living Facility","1103 BARRS STREET","JACKSONVILLE","32204","(904) 384-7506","80"
"11911436","WOODLAND TOWERS","Assisted Living Facility","113 CHIPOLA AVENUE","DELAND","32720","(386) 738-2700","190"
"11911437","PLYMOUTH HOME FOR ADULTS INC","Assisted Living Facility","3225 PLYMOUTH STREET","JACKSONVILLE","32205","(904) 384-5796","57"
"11911439","FOUNTAINS RESIDENCE AT MILL COVE","Assisted Living Facility","9960 ATRIUM WAY","JACKSONVILLE","32225","(904) 724-4726","221"
"11911441","BROOKDALE PADDOCK HILLS","Assisted Living Facility","1601 SE 24TH RD","OCALA","34471-6003","(352) 622-9696","120"
"11911449","PLAZA OF HALLANDALE BEACH","Assisted Living Facility","3535 SW 52ND AVENUE","PEMBROKE PARK","33023","(954) 961-8111","120"
"11911452","SUN CITY SENIOR LIVING","Assisted Living Facility","3855 UPPER CREEK DR","RUSKIN","33573-6814","(813) 633-3333","145"
"11911459","THE BARCLAY AT SARASOTA","Assisted Living Facility","3260 LAKE POINT BLVD","SARASOTA","34231","(941) 929-2400","110"
"11911563","MILLER RETIREMENT HOME","Assisted Living Facility","11265 SW 56TH ST","MIAMI","33165-6840","(305) 412-3633","6"
"11911570","OUR DREAM ALF","Assisted Living Facility","1630 - 1640 PALM AVE","HIALEAH","33010-3034","(305) 887-4141","42"
"11911606","PINES OF SARASOTA","Assisted Living Facility","1251 NORTH ORANGE AVENUE","SARASOTA","34236","(941) 365-0250","39"
"11911610","PLYMOUTH HARBOR INC","Assisted Living Facility","700 JOHN RINGLING BLVD","SARASOTA","34236","(941) 361-7496","70"
"11911636","INN AT CYPRESS VILLAGE, THE","Assisted Living Facility","4600 MIDDLETON PARK CIRCLE EAST","JACKSONVILLE","32224","(904) 807-6149","112"
"11911637","LAKEHOUSE WEST","Assisted Living Facility","3435 FOX RUN ROAD","SARASOTA","34231","(941) 923-7525","32"
"11911652","MI GRAN FAMILIA CORP","Assisted Living Facility","9981 SW 16TH ST","MIAMI","33165-7576","(305) 223-5909","6"
"11911654","THE ELITE ALF AT CAPE CORAL LLC","Assisted Living Facility","4920 VICEROY COURT","CAPE CORAL","33904","(239) 542-3121","100"
"11911664","MAYLU RETIREMENT HOME","Assisted Living Facility","4751 NW 4 TERRACE","MIAMI","33126","(786) 360-5074","14"
"11911669","HOMESTEAD VILLAGE RETIREMENT COMMUNITY","Assisted Living Facility","7830 PINE FOREST ROAD","PENSACOLA","32526","(850) 941-5000","180"
"11911674","ALICE'S HOME CORP","Assisted Living Facility","12795 NW 10TH LN","MIAMI","33182-1839","(305) 223-6443","6"
"11911679","HOME MERCEDES, INC","Assisted Living Facility","6355 S.W. 2ND STREET","MIAMI","33144-3164","(305) 265-9373","6"
"11911682","OAK HAVEN, ALF","Assisted Living Facility","9040 STAR TRL","NEW PORT RICHEY","34654-2541","(727) 862-7421","10"
"11911693","VILLA ROSA III, INC","Assisted Living Facility","75 EAST 7 STREET","HIALEAH","33010","(305) 883-3330","48"
"11911734","KEY TRAINING CENTER","Assisted Living Facility","5411 WEST SAFARI LANE","LECANTO","34461","(352) 746-9270","9"
"11911735","KEY TRAINING CENTER","Assisted Living Facility","5391 W SAFARI LN","LECANTO","34461-9761","(352) 795-5541","10"
"11911736","KEY TRAINING CENTER","Assisted Living Facility","1380 N JAMES PAGE PT","LECANTO","34461-8998","(352) 795-6808","10"
"11911741","ARBOR GLEN AT ARBOR TRACE","Assisted Living Facility","1000 ARBOR LAKE DRIVE","NAPLES","34110","(239) 598-2929","32"
"11911749","THE PRESERVE AT PALM AIRE","Assisted Living Facility","3701 W MCNAB RD","POMPANO BEACH","33069-4966","(954) 970-2600","190"
"11911771","INGLENOOK HOUSE ASSISTED LIVING FACILITY","Assisted Living Facility","280 PINE STREET","ENGLEWOOD","34223","(941) 474-5563","16"
"11911783","SWANKRIDGE","Assisted Living Facility","120 NW 17 STREET","HOMESTEAD","33030","(305) 248-9662","8"
"11911784","GLENDALE HOUSE","Assisted Living Facility","1706 NORTH HIGHLAND AVENUE","CLEARWATER","33755","(727) 461-0774","12"
"11911795","BLUE PALMS SENIOR LIVING OF DELAND","Assisted Living Facility","436 NORTH MCDONALD AVENUE","DELAND","32724","(386) 738-5800","90"
"11911829","CENTRAL PALACE RESIDENTIAL","Assisted Living Facility","4491 SW 8 STREET","MIAMI","33134","(305) 445-3565","55"
"11911830","ALF MANAGEMENT AND PROFESSIONAL SERVICES, INC","Assisted Living Facility","21 SW 75 AVENUE","MIAMI","33144","(305) 264-2051","14"
"11911836","DEERFOOT MANOR ASSISTED LIVING FACILITY","Assisted Living Facility","374 DEERFOOT ROAD","DELAND","32720","(386) 734-3519","12"
"11911858","TROPICAL GARDEN VILLAS","Assisted Living Facility","428 S F ST","LAKE WORTH","33460-4314","(561) 383-2992","12"
"11911859","SENIOR RETIREMENT HOME, INC.","Assisted Living Facility","3033 SW 6 STREET","MIAMI","33135","(305) 541-4336","6"
"11911900","BEAR LAKE RETIREMENT HOME","Assisted Living Facility","1525 BEAR LAKE ROAD","APOPKA","32703","(407) 296-7075","12"
"11911906","BROOKDALE DEER CREEK SARASOTA","Assisted Living Facility","8450 MCINTOSH ROAD","SARASOTA","34238","(941) 927-7600","38"
"11911921","GABRIELS' HOME ALF, INC.","Assisted Living Facility","11232 SW 7TH ST","MIAMI","33174-1151","(305) 229-9860","8"
"11911942","GRAND VILLA OF PORT CHARLOTTE","Assisted Living Facility","2500 AARON ST","PORT CHARLOTTE","33952-6743","(941) 627-6762","200"
"11911956","THE ACACIA AT MEASE LIFE","Assisted Living Facility","700 MEASE PLAZA","DUNEDIN","34698-6680","(727) 738-3500","122"
"11912008","ANGELES ALF INC","Assisted Living Facility","10923 SW 5TH ST","MIAMI","33174-1321","(305) 559-7130","12"
"11912046","CORAL PLAZA ALF","Assisted Living Facility","5850 MARGATE BLVD","MARGATE","33063","(954) 970-0053","167"
"11912063","MAGGIE'S RETIREMENT HOME #4","Assisted Living Facility","7100 NW 1 TERRACE","MIAMI","33126","(305) 262-2001","14"
"11912070","ALMOST HOME","Assisted Living Facility","9664 HOOD RD","JACKSONVILLE","32257-1141","(904) 292-9600","14"
"11912071","NORTH PORT RETIREMENT CENTER","Assisted Living Facility","4950 POCATELLA AVE","NORTH PORT","34287-2356","(941) 426-9175","50"
"11912077","BROOKDALE PALM BEACH GARDENS","Assisted Living Facility","11381 PROSPERITY FARMS RD","PALM BCH GDNS","33410-3403","(561) 694-9709","155"
"11912088","BENTLEY VILLAGE","Assisted Living Facility","870 CLASSIC COURT","NAPLES","34110","(239) 431-2050","132"
"11912091","TAMIAMI LAKES MONTBLANC ALF, CORP","Assisted Living Facility","2040 SW 127 AVENUE","MIAMI","33175","(786) 380-0477","6"
"11912095","NEUROINTERNATIONAL HEALTHCARE, LLC","Assisted Living Facility","11 CHRISTIE AVE 19 CHRISTIE AVE","SARASOTA","34232-1901","(941) 371-7147","10"
"11912099","BRIDGEWATER AT WATERMAN VILLAGE (THE)","Assisted Living Facility","500 WATERMAN AVENUE","MOUNT DORA","32757","(352) 383-0051","100"
"11912102","ROYAL PALM SENIOR RESIDENCE","Assisted Living Facility","5121 NE 19TH AVENUE","FORT LAUDERDALE","33308","(954) 491-4041","34"
"11912132","AHAVA SENIOR RESIDENCES AT BOCA RATON","Assisted Living Facility","1080 NORTHWEST 15TH STREET","BOCA RATON","33486","(561) 485-0035","160"
"11922197","CAMELOT COURT","Assisted Living Facility","2233 MCKINLEY STREET","HOLLYWOOD","33020","(954) 922-0808","10"
"11922199","PARADISE ADULT CARE,INC.","Assisted Living Facility","14730 SW 150TH ST","MIAMI","33196-2367","(305) 255-4187","6"
"11922234","HETERY HOME FOR THE ELDERLY INC","Assisted Living Facility","825 SE 7TH AVENUE","HIALEAH","33010","(786) 558-8569","16"
"11922235","L&T ALF LLC","Assisted Living Facility","9111 SW 28 TERRACE","MIAMI","33165","(786) 357-0099","6"
"11922257","VICTORIA GARDENS ALF","Assisted Living Facility","701 WEST 9TH STREET","RIVIERA BEACH","33404","(561) 845-0082","18"
"11922273","SUNNYSIDE MANOR","Assisted Living Facility","5201 BAHIA VISTA STREET","SARASOTA","34232","(941) 371-2729","68"
"11922275","KIVA OF MOUNT DORA","Assisted Living Facility","505 E 9TH AVE","MOUNT DORA","32757-4937","(352) 383-5005","32"
"11922279","GARDENS OF EASTBROOKE LLC","Assisted Living Facility","201 N. SUNSET DRIVE","CASSELBERRY","32707","(407) 699-5002","78"
"11922280","BEST CARE SENIOR LIVING AT PORT RICHEY LLC","Assisted Living Facility","5905 PINEHILL ROAD","PORT RICHEY","34668","(727) 845-0527","100"
"11922281","GARDENS OF WESTBROOKE LLC","Assisted Living Facility","6701 DAIRY ROAD","ZEPHYRHILLS","33542","(813) 782-4417","135"
"11922282","PLEASANTVILLE ALF","Assisted Living Facility","609 OAK AVENUE","MOUNT DORA","32757-6039","(352) 383-3140","14"
"11922285","SODALIS LARGO","Assisted Living Facility","333 16TH AVE SE","LARGO","33771-4407","(727) 588-0020","110"
"11922288","BELLEAIR MANOR","Assisted Living Facility","1711 BALMORAL DRIVE","CLEARWATER","33756","(727) 441-2373","6"
"11922313","SOUTH FLORIDIAN VILLAGE CORP.","Assisted Living Facility","9220 SW 45 TERRACE","MIAMI","33165","(305) 229-9233","6"
"11922316","SERENITY STAY ALF LLC","Assisted Living Facility","9808 SW 147TH PL","MIAMI","33196","(305) 380-6905","6"
"11922334","SPRING HAVEN SENIOR LIVING","Assisted Living Facility","1225 HAVENDALE BLVD NW","WINTER HAVEN","33881-1349","(863) 293-0072","200"
"11922340","PARADISE MANOR SENIOR RESIDENCE","Assisted Living Facility","365 NW 43RD CT","OAKLAND PARK","33309-4731","(954) 565-7049","30"
"11922348","HILLSIDE GARDENS II","Assisted Living Facility","3434 ZARA WAY","CLEARWATER","33761","(727) 789-0291","6"
"11922362","ROBERT H JENKINS JR VETERANS DOMICILIARY HOME OF FLORIDA","Assisted Living Facility","751 SE SYCAMORE TERRACE","LAKE CITY","32025","(386) 758-0600","150"
"11922369","GARDENS AT TAVARES LLC (THE)","Assisted Living Facility","900 E ALFRED ST","TAVARES","32778-3402","(407) 947-5687","36"
"11932376","SOLARIS SENIOR LIVING NORTH NAPLES","Assisted Living Facility","10949 PARNU STREET","NAPLES","34109","(239) 592-5501","36"
"11932390","AMELIA ALF","Assisted Living Facility","2135 40TH AVE N","SAINT PETERSBURG","33714-4124","(727) 522-6590","19"
"11932401","VILLA RIO VISTA","Assisted Living Facility","1115 SE 6TH TER","FORT LAUDERDALE","33316-1224","(954) 763-1044","50"
"11932406","GREENLEAF ASSISTED LIVING, LLC","Assisted Living Facility","509 WEST VERONA STREET","KISSIMMEE","34741","(407) 931-3995","75"
"11932411","VILLA ROSA ASSISTED LIVING, CORP.","Assisted Living Facility","5890 SW 8TH STREET","WEST MIAMI","33144-5036","(786) 312-9431","126"
"11932431","LOVING CARE LIVING FACILITY","Assisted Living Facility","76 BRUEN STREET","SAINT AUGUSTINE","32084","(904) 824-6616","8"
"11932435","SHARICK'S DECK RETIREMENT RANCH","Assisted Living Facility","4506 BRUTON ROAD","PLANT CITY","33565","(813) 754-5223","25"
"11932484","BAYOU GARDENS ASSISTED LIVING","Assisted Living Facility","2275 NEBRASKA AVE","PALM HARBOR","34683","(727) 781-5600","41"
"11932487","SUNSET GROVE ASSISTED LIVING","Assisted Living Facility","825 SANTA BARBARA BLVD","CAPE CORAL","33991","(239) 574-8789","110"
"11932514","BROOKSHIRE (THE)","Assisted Living Facility","85 BULLDOG BLVD","MELBOURNE","32901-3319","(321) 984-7966","135"
"11932515","OAKVIEW TERRACE","Assisted Living Facility","7220 BAILLIE DR","NEW PORT RICHEY","34653","(727) 842-9899","135"
"11932516","MEADOWS AT CYPRESS GARDENS, L.L.C. (THE)","Assisted Living Facility","3050 WOODMONT AVE","WINTER HAVEN","33884-3800","(863) 269-1071","145"
"11932543","WESTMINSTER PALMS","Assisted Living Facility","830 N SHORE DR NE","SAINT PETERSBURG","33701-2028","(727) 894-2102","60"
"11932557","HENDERSON HOUSE ALF","Assisted Living Facility","907 EAST ORANGE AVENUE","EUSTIS","32726","(352) 357-8258","44"
"11932563","DIAMOND SPRING RETIREMENT HOME","Assisted Living Facility","7873 SUNDOWN DR N","SAINT PETERSBURG","33709-1253","(727) 688-7122","6"
"11932567","ROSEWOOD ADULT CARE","Assisted Living Facility","5421 TEALWOOD DRIVE","ORLANDO","32810","(321) 527-6696","8"
"11932571","FEEL AT HOME INC","Assisted Living Facility","129 W 131 AVE","TAMPA","33612-3443","(813) 933-9845","16"
"11932574","CYPRESS PALMS","Assisted Living Facility","400 LAKE AVENUE NE","LARGO","33771","(727) 559-7888","150"
"11932584","COASTAL POINTE SENIOR LIVING","Assisted Living Facility","1208 SOUTH MILITARY TRAIL","DEERFIELD BEACH","33442","(954) 481-2304","68"
"11932585","THE POINTE AT POMPANO BEACH","Assisted Living Facility","1371 SOUTH OCEAN BLVD","POMPANO BEACH","33062","(954) 943-1155","68"
"11932587","STRATFORD COURT OF PALM HARBOR","Assisted Living Facility","45 KATHERINE BLVD","PALM HARBOR","34684","(727) 787-1500","40"
"11932588","CALUSA HARBOUR","Assisted Living Facility","2525 1ST ST","FORT MYERS","33901","(239) 425-2211","175"
"11932589","THE GARDENS OF PORT ST LUCIE","Assisted Living Facility","1699 SE LYNGATE DRIVE","PORT SAINT LUCIE","34952","(772) 335-9990","110"
"11932590","OUR LOVING MOTHER ELDERLY CARE, INC.","Assisted Living Facility","1635 WEST 65 STREET","HIALEAH","33012","(305) 557-8100","6"
"11932592","ELEVATED ESTATES FOREST OAKS, LLC","Assisted Living Facility","8055 FOREST OAKS BLVD","SPRING HILL","34606-2406","(352) 683-3323","135"
"11932595","CACHITA ADULT CONGREGATE LIVING FACILITY, INC.","Assisted Living Facility","4753 NW 1ST ST","MIAMI","33126-5269","(305) 829-4321","8"
"11932598","RESIDENCE OF STUART, INC (THE)","Assisted Living Facility","1048 NW FORK RD","STUART","34994-7603","(772) 692-2577","12"
"11932616","ARBOR VILLAGE INC","Assisted Living Facility","13107 NORTH 22ND ST","TAMPA","33612-3815","(813) 972-3616","26"
"11932619","ROYAL GARDENS VILLA INC","Assisted Living Facility","1270 NE 112TH ST","MIAMI","33161","(305) 640-8244","12"
"11932626","PALACE RETIREMENT HOME","Assisted Living Facility","965 S. FLORIDA AVENUE","ROCKLEDGE","32955","(321) 639-0004","28"
"11932640","GRAND VILLA OF BOYNTON BEACH","Assisted Living Facility","1935 S FEDERAL HWY","BOYNTON BEACH","33435-6967","(561) 736-2424","172"
"11932650","SUNNILAND ASSISTED LIVING FACILITY, LLC","Assisted Living Facility","4234 SUNNILAND STREET","SARASOTA","34233","(941) 921-3801","6"
"11932651","ANNIE'S RETIREMENT HOME INC","Assisted Living Facility","1650 NE 62ND ST","FORT LAUDERDALE","33334-5140","(954) 772-6551","9"
"11932652","ACADEMY ASSISTED LIVING FACILITY, INC","Assisted Living Facility","1225 SOLTMAN AVENUE","FORT PIERCE","34950","(772) 460-1211","20"
"11932655","THE INN AT PLAZA WEST","Assisted Living Facility","912 AMERICAN EAGLE BLVD","SUN CITY CENTER","33573","(813) 633-3066","40"
"11932659","WOODMONT SENIOR LIVING","Assisted Living Facility","3207 NORTH MONROE STREET","TALLAHASSEE","32303","(850) 562-4123","99"
"11932662","FLORIDA SHORES ASSISTED LIVING, INC.","Assisted Living Facility","1229 MANGO TREE DRIVE","EDGEWATER","32132","(386) 428-5370","12"
"11932665","OLD CUTLER RETIREMENT HOME","Assisted Living Facility","21640 OLD CUTLER ROAD","MIAMI","33190","(305) 256-0120","8"
"11932670","GRANDVIEW RETIREMENT CENTER","Assisted Living Facility","1706 E OLIVE ROAD","PENSACOLA","32514-7553","(850) 477-4929","85"
"11932672","THE PALMS ASSISTED LIVING CORP","Assisted Living Facility","3051 E 4TH AVE","HIALEAH","33013-3260","(305) 693-2700","72"
"11932678","SWEET WATER AT LARGO","Assisted Living Facility","11290 WALSINGHAM RD","LARGO","33778-3101","(727) 397-9597","80"
"11932698","PARK SUMMIT AT CORAL SPRINGS","Assisted Living Facility","8500 ROYAL PALM BLVD","CORAL SPRINGS","33065","(954) 752-9500","72"
"11942703","SUNNY BOWER","Assisted Living Facility","1604 71ST STREET NW","BRADENTON","34209","(941) 792-2144","16"
"11942705","BRIGHTON GARDENS OF BOCA RATON","Assisted Living Facility","6347 VIA DE SONRISA DEL SUR","BOCA RATON","33433","(561) 362-1100","155"
"11942716","WESTCHESTER OF WINTER PARK","Assisted Living Facility","558 NORTH SEMORAN BLVD","WINTER PARK","32792","(407) 679-5555","121"
"11942717","WESTCHESTER OF JACKSONVILLE","Assisted Living Facility","8700 A C SKINNER PARKWAY","JACKSONVILLE","32256","(904) 642-7300","102"
"11942718","WESTCHESTER OF SUNRISE","Assisted Living Facility","9701 WEST OAKLAND PARK BLVD","SUNRISE","33351","(954) 572-4444","150"
"11942721","THE POINTE AT DEERFIELD","Assisted Living Facility","3001 DEER CREEK COUNTRY CLUB BLVD","DEERFIELD BEACH","33442","(954) 698-6269","65"
"11942726","TRINITY GARDEN INC","Assisted Living Facility","71 W 30TH ST","HIALEAH","33012-5412","(305) 884-5613","40"
"11942728","ASSISTED LIVING RETIREMENT HOMES I","Assisted Living Facility","132 NW 17TH CT","MIAMI","33125-4557","(305) 642-8495","14"
"11942742","CAROLINA'S CARE CENTER CORP","Assisted Living Facility","9024 NW 148TH ST","MIAMI LAKES","33018-7313","(305) 827-3100","8"
"11942752","ALEXAS INC (THE)","Assisted Living Facility","8615 HULSEY ROAD","TAMPA","33634","(813) 887-5683","10"
"11942766","HARBOR INN OF VENICE INC","Assisted Living Facility","321 HARBOR DRIVE","VENICE","34285","(941) 488-1492","10"
"11942771","CALUSA ADULT CARE I","Assisted Living Facility","13871 SW 112TH ST","MIAMI","33186-3266","(786) 493-6220","13"
